risk_level,repo_domain,candidate_type,primary_service,branch_type,workflow_kind,hour,day_of_week,is_weekend,is_friday,is_off_hours,is_deployment_intent,run_attempt,commit_age_hours,commit_parent_count,additions,deletions,code_churn,changed_files,file_extension_entropy,service_area_count,service_criticality,is_database_migration,is_infrastructure_change,is_dependency_change,is_config_change,is_security_change,is_test_change,test_to_source_file_ratio,is_docs_only,has_lockfile_change,is_hotfix,is_revert,is_breaking_change,deployments_7d,deployments_30d,recent_change_velocity_7d,past_failed_runs_7d,past_failure_rate_30d,past_incidents_14d,past_rollbacks_30d,time_since_last_deployment_hours,actor_prior_deployments,actor_prior_failure_rate,service_deployments_30d,service_incident_rate_30d,on_call_available,expected_on_call_response_minutes,on_call_load_24h
High,platform,explicit_deployment_intent,identity_security,main,deployment,18,4,0,1,0,1,1,0.2822222222222222,2,9744,26237,35981,200,1.6719,6,5,0,1,1,0,1,0,0.0,0,1,0,0,0,3,26,5666.0,0,0.0,9,18,65.26777777777778,88.0,0.011363636363636364,14,0.8571428571428571,1,18.0,0
Medium,platform,explicit_deployment_intent,identity_security,main,deployment,13,5,1,0,0,1,1,0.001388888888888889,2,307,234,541,81,1.497,5,5,0,1,1,0,1,0,0.0,0,1,0,0,0,4,26,41647.0,0,0.0,10,19,18.281388888888888,89.0,0.011235955056179775,15,0.8666666666666667,1,28.0,1
High,platform,explicit_deployment_intent,database,main,deployment,23,4,0,1,1,1,1,0.0011111111111111111,2,21887,3100,24987,119,1.9002,7,5,1,1,1,1,1,0,0.0,0,1,0,0,0,1,18,541.0,0,0.0,5,13,154.60055555555556,90.0,0.011111111111111112,5,1.0,1,30.0,0
High,platform,explicit_deployment_intent,database,main,deployment,11,1,0,0,0,1,1,0.0016666666666666668,2,16862,52280,69142,295,1.3795,7,5,1,1,1,1,1,1,0.0035,0,1,0,0,0,1,18,24987.0,0,0.0,6,13,83.41722222222222,91.0,0.01098901098901099,5,1.0,1,18.0,0
Medium,platform,explicit_deployment_intent,identity_security,main,deployment,17,1,0,0,0,1,1,0.0016666666666666668,2,270,186,456,76,1.3708,5,5,0,1,1,0,1,0,0.0,0,1,0,0,0,2,19,94129.0,0,0.0,7,14,6.166944444444445,92.0,0.010869565217391304,9,0.8888888888888888,1,21.0,1
Low,platform,explicit_deployment_intent,api_backend,main,deployment,3,2,0,0,1,1,1,0.001388888888888889,2,8,39,47,10,0.469,2,4,0,1,1,0,0,1,0.6667,0,0,0,0,0,3,20,94585.0,0,0.0,5,15,10.265,93.0,0.010752688172043012,1,1.0,1,36.0,2
Low,automation,mainline_delivery_proxy,documentation,main,verification,17,4,0,1,0,0,1,0.0022222222222222222,1,46,125,171,18,1.7961,1,1,0,0,1,1,0,1,0.8889,0,0,0,0,0,0,0,0.0,0,0.0,0,0,720.0,0.0,0.0,0,0.0,1,18.0,0
Low,platform,mainline_delivery_proxy,documentation,main,other,17,1,0,0,0,0,1,0.001388888888888889,2,13,118,131,7,2.5216,1,1,0,0,1,0,0,0,0.0,0,1,0,0,0,1,13,47.0,0,0.0,4,10,157.9661111111111,94.0,0.010638297872340425,0,0.0,1,18.0,0
Low,platform,mainline_delivery_proxy,observability,main,other,15,2,0,0,0,0,1,0.0019444444444444444,2,343,41,384,8,2.0,1,3,0,0,1,0,0,1,0.1429,0,1,0,0,0,1,13,131.0,0,0.0,5,11,21.505,95.0,0.010526315789473684,1,1.0,1,21.0,1
Medium,platform,explicit_deployment_intent,identity_security,main,deployment,20,3,0,0,1,1,1,0.0016666666666666668,2,32,33,65,23,1.7386,3,5,0,1,1,0,1,0,0.0,0,1,0,0,0,2,13,515.0,0,0.0,6,10,29.345277777777778,96.0,0.010416666666666666,5,1.0,1,30.0,0
Medium,platform,explicit_deployment_intent,identity_security,main,deployment,13,3,0,0,0,1,1,0.0016666666666666668,2,522,93,615,41,1.6668,5,5,0,1,1,0,1,0,0.0,0,1,0,0,0,1,12,65.0,0,0.0,3,9,161.50055555555556,97.0,0.010309278350515464,6,1.0,1,18.0,0
High,platform,explicit_deployment_intent,identity_security,main,deployment,23,3,0,0,1,1,1,0.0016666666666666668,2,86,1649,1735,90,1.6531,5,5,0,1,1,0,1,0,0.0,0,1,0,0,0,1,11,615.0,0,0.0,4,8,9.934166666666666,98.0,0.01020408163265306,5,1.0,1,33.0,1
Medium,platform,mainline_delivery_proxy,database,main,other,13,1,0,0,0,0,1,0.0016666666666666668,2,22,10,32,9,2.9477,1,5,1,0,1,0,0,0,0.0,0,1,0,0,0,2,9,2350.0,0,0.0,5,6,109.56611111111111,99.0,0.010101010101010102,2,1.0,1,18.0,0
High,platform,mainline_delivery_proxy,identity_security,main,other,16,3,0,0,0,0,1,0.0016666666666666668,2,2564,12737,15301,248,0.731,6,5,0,1,1,0,1,1,0.1408,0,1,0,0,0,2,10,1767.0,0,0.0,4,6,51.3625,100.0,0.01,4,1.0,1,18.0,0
High,platform,explicit_deployment_intent,identity_security,main,deployment,16,4,0,1,0,1,1,0.0016666666666666668,2,161,108,269,70,1.3976,5,5,0,1,1,0,1,0,0.0,0,1,0,0,0,2,11,15333.0,0,0.0,4,6,23.6675,101.0,0.009900990099009901,5,1.0,1,21.0,1
Low,platform,mainline_delivery_proxy,api_backend,main,other,17,0,0,0,0,0,1,0.0016666666666666668,2,900,516,1416,18,1.6114,1,4,0,0,1,0,0,1,0.0588,0,1,0,0,0,3,11,15602.0,0,0.0,5,5,73.4,102.0,0.00980392156862745,1,1.0,1,18.0,0
Low,automation,mainline_delivery_proxy,shared_platform,main,other,19,0,0,0,0,0,1,51.85111111111111,1,2,1,3,1,-0.0,1,3,0,0,0,1,0,1,1.0,0,0,0,0,0,0,1,0.0,0,0.0,0,0,578.3372222222222,0.0,0.0,0,0.0,1,18.0,0
Low,infrastructure,mainline_delivery_proxy,shared_platform,main,other,2,1,0,0,1,0,1,11.070277777777777,1,1,2,3,1,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,720.0,0.0,0.0,0,0.0,1,30.0,0
Low,infrastructure,mainline_delivery_proxy,api_backend,main,verification,14,1,0,0,0,0,1,0.001388888888888889,1,289,542,831,9,-0.0,1,4,0,0,0,0,0,1,0.5,0,0,0,0,0,1,1,3.0,0,0.0,0,0,11.704166666666667,0.0,0.0,0,0.0,1,21.0,1
Low,infrastructure,mainline_delivery_proxy,api_backend,main,build,14,1,0,0,0,0,1,0.001388888888888889,1,289,542,831,9,-0.0,1,4,0,0,0,0,0,1,0.5,0,0,0,0,0,2,2,834.0,0,0.0,0,0,0.0,1.0,0.0,1,0.0,1,24.0,2
Low,infrastructure,mainline_delivery_proxy,shared_platform,main,verification,15,1,0,0,0,0,1,22.278055555555557,1,5,5,10,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,3,3,1665.0,1,0.3333333333333333,0,0,0.6686111111111112,0.0,0.0,1,0.0,1,27.0,3
Low,infrastructure,mainline_delivery_proxy,shared_platform,main,build,15,1,0,0,0,0,1,22.278333333333332,1,5,5,10,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,4,4,1675.0,1,0.25,1,0,0.0002777777777777778,1.0,0.0,2,0.5,1,30.0,4
Low,infrastructure,mainline_delivery_proxy,shared_platform,main,verification,15,1,0,0,0,0,1,0.0011111111111111111,1,150,3,153,1,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,5,5,1685.0,2,0.4,1,0,0.8686111111111111,2.0,0.5,3,0.3333333333333333,1,33.0,5
Low,infrastructure,mainline_delivery_proxy,shared_platform,main,build,15,1,0,0,0,0,1,0.0011111111111111111,1,150,3,153,1,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,6,6,1838.0,2,0.3333333333333333,1,0,0.0,3.0,0.3333333333333333,4,0.25,1,36.0,6
Low,infrastructure,mainline_delivery_proxy,shared_platform,main,verification,15,1,0,0,0,0,1,5.215833333333333,1,1,1,2,1,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,7,7,1991.0,3,0.42857142857142855,2,1,0.022222222222222223,4.0,0.5,5,0.4,1,39.0,7
Low,infrastructure,mainline_delivery_proxy,shared_platform,main,build,15,1,0,0,0,0,1,5.216111111111111,1,1,1,2,1,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,8,8,1993.0,3,0.375,3,1,0.0002777777777777778,5.0,0.4,6,0.5,1,42.0,8
Low,infrastructure,mainline_delivery_proxy,shared_platform,main,other,2,2,0,0,1,0,1,15.956944444444444,1,1,1,2,1,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,9,9,1995.0,4,0.4444444444444444,3,1,10.740833333333333,1.0,0.0,7,0.42857142857142855,1,54.0,8
Low,infrastructure,mainline_delivery_proxy,shared_platform,main,other,8,2,0,0,0,0,1,21.470555555555556,1,1,1,2,1,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,10,10,1997.0,4,0.4,3,1,5.5136111111111115,0.0,0.0,8,0.375,1,42.0,9
Low,infrastructure,mainline_delivery_proxy,documentation,main,verification,13,2,0,0,0,0,1,0.0011111111111111111,1,6,2,8,2,1.0,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,11,11,1999.0,4,0.36363636363636365,3,1,4.9302777777777775,0.0,0.0,0,0.0,1,42.0,10
Medium,infrastructure,mainline_delivery_proxy,documentation,main,build,13,2,0,0,0,0,1,0.001388888888888889,1,6,2,8,2,1.0,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,12,12,2007.0,4,0.3333333333333333,4,1,0.0002777777777777778,1.0,0.0,1,1.0,1,42.0,11
Low,platform,mainline_delivery_proxy,shared_platform,main,other,14,2,0,0,0,0,1,0.01888888888888889,2,7,0,7,1,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,3,12,16986.0,0,0.0,5,5,44.28277777777778,0.0,0.0,0,0.0,1,18.0,0
Low,infrastructure,mainline_delivery_proxy,documentation,main,other,2,3,0,0,1,0,1,13.550555555555556,1,6,2,8,2,1.0,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,13,13,2015.0,4,0.3076923076923077,5,2,13.549166666666666,2.0,0.0,2,1.0,1,42.0,4
High,infrastructure,mainline_delivery_proxy,infrastructure,main,verification,5,3,0,0,1,0,1,21.476944444444445,1,11,11,22,6,-0.0,1,4,0,1,0,1,0,0,0.0,0,0,0,0,0,14,14,2023.0,4,0.2857142857142857,5,2,3.037777777777778,6.0,0.5,0,0.0,1,42.0,4
High,infrastructure,mainline_delivery_proxy,infrastructure,main,build,5,3,0,0,1,0,2,21.476944444444445,1,11,11,22,6,-0.0,1,4,0,1,0,1,0,0,0.0,0,0,0,0,0,15,15,2045.0,4,0.26666666666666666,6,3,0.0,7.0,0.42857142857142855,1,1.0,1,45.0,5
High,infrastructure,mainline_delivery_proxy,infrastructure,main,verification,5,3,0,0,1,0,1,21.49888888888889,1,11,11,22,6,-0.0,1,4,0,1,0,1,0,0,0.0,0,0,0,0,0,16,16,2067.0,4,0.25,7,4,0.021944444444444444,1.0,0.0,2,1.0,1,48.0,6
Low,infrastructure,mainline_delivery_proxy,documentation,main,verification,9,3,0,0,0,0,1,0.0011111111111111111,1,2,2,4,2,1.0,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,17,17,2089.0,4,0.23529411764705882,8,4,4.157222222222222,2.0,0.0,3,0.6666666666666666,1,36.0,6
Low,infrastructure,mainline_delivery_proxy,documentation,main,build,9,3,0,0,0,0,1,0.0011111111111111111,1,2,2,4,2,1.0,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,18,18,2093.0,4,0.2222222222222222,9,4,0.0,3.0,0.0,4,0.75,1,39.0,7
High,infrastructure,mainline_delivery_proxy,database,main,verification,15,3,0,0,0,0,1,0.9736111111111111,1,253,7,260,3,0.9183,3,5,1,1,0,0,0,1,0.5,0,0,0,0,0,19,19,2097.0,4,0.21052631578947367,10,5,5.401388888888889,8.0,0.375,0,0.0,1,36.0,6
High,infrastructure,mainline_delivery_proxy,database,main,build,15,3,0,0,0,0,1,0.9736111111111111,1,253,7,260,3,0.9183,3,5,1,1,0,0,0,1,0.5,0,0,0,0,0,20,20,2357.0,4,0.2,11,6,0.0,9.0,0.3333333333333333,1,1.0,0,138.27,7
Medium,infrastructure,mainline_delivery_proxy,infrastructure,main,verification,16,3,0,0,0,0,1,0.001388888888888889,1,757,1,758,9,0.5033,1,4,0,1,0,0,0,1,1.0,0,0,0,0,0,21,21,2617.0,4,0.19047619047619047,12,7,1.251111111111111,0.0,0.0,3,1.0,1,42.0,8
Medium,infrastructure,mainline_delivery_proxy,infrastructure,main,build,16,3,0,0,0,0,1,0.0016666666666666668,1,757,1,758,9,0.5033,1,4,0,1,0,0,0,1,1.0,0,0,0,0,0,22,22,3375.0,4,0.18181818181818182,13,7,0.0002777777777777778,1.0,0.0,4,1.0,1,42.0,9
Medium,infrastructure,mainline_delivery_proxy,infrastructure,main,other,2,4,0,1,1,0,1,10.122222222222222,1,757,1,758,9,0.5033,1,4,0,1,0,0,0,1,1.0,0,0,0,0,0,23,23,4133.0,4,0.17391304347826086,13,7,10.120555555555555,3.0,0.0,5,0.8,0,124.61,10
Medium,infrastructure,mainline_delivery_proxy,infrastructure,main,verification,8,4,0,1,0,0,1,0.0008333333333333334,1,573,174,747,14,0.3712,1,4,0,1,0,0,0,1,0.4,0,0,0,0,0,24,24,4891.0,4,0.16666666666666666,14,7,5.8502777777777775,4.0,0.0,6,0.8333333333333334,0,116.2,7
High,infrastructure,mainline_delivery_proxy,infrastructure,main,build,8,4,0,1,0,0,1,0.0008333333333333334,1,573,174,747,14,0.3712,1,4,0,1,0,0,0,1,0.4,0,0,0,0,0,25,25,5638.0,4,0.16,15,7,0.0,5.0,0.0,7,0.8571428571428571,1,42.0,8
High,infrastructure,mainline_delivery_proxy,api_backend,main,verification,13,4,0,1,0,0,1,0.0011111111111111111,1,458,405,863,47,0.1485,3,4,0,1,0,0,0,1,0.2703,0,0,0,0,0,26,26,6385.0,4,0.15384615384615385,16,8,4.7475,6.0,0.0,2,0.0,1,39.0,7
High,infrastructure,mainline_delivery_proxy,api_backend,main,build,13,4,0,1,0,0,1,0.0011111111111111111,1,458,405,863,47,0.1485,3,4,0,1,0,0,0,1,0.2703,0,0,0,0,0,27,27,7248.0,4,0.14814814814814814,17,9,0.0,7.0,0.0,3,0.3333333333333333,1,42.0,8
Medium,infrastructure,mainline_delivery_proxy,infrastructure,main,verification,14,4,0,1,0,0,1,0.0011111111111111111,1,468,4,472,9,0.5033,1,4,0,1,0,0,0,1,0.5,0,0,0,0,0,28,28,8111.0,4,0.14285714285714285,18,10,1.1711111111111112,0.0,0.0,8,0.875,1,42.0,9
High,infrastructure,mainline_delivery_proxy,infrastructure,main,build,14,4,0,1,0,0,1,0.0011111111111111111,1,468,4,472,9,0.5033,1,4,0,1,0,0,0,1,0.5,0,0,0,0,0,29,29,8583.0,4,0.13793103448275862,19,10,0.0,1.0,0.0,9,0.8888888888888888,1,42.0,10
Low,platform,mainline_delivery_proxy,shared_platform,main,other,18,4,0,1,0,0,1,17.908055555555556,2,189,89,278,6,-0.0,1,3,0,0,0,0,0,1,3.0,0,0,0,0,0,2,10,1423.0,0,0.0,4,3,51.95361111111111,1.0,0.0,1,1.0,1,18.0,0
Medium,platform,mainline_delivery_proxy,api_backend,main,other,5,5,1,0,1,0,1,6.046944444444445,2,769,322,1091,12,-0.0,2,4,0,1,0,0,0,1,0.5,0,0,0,0,0,3,11,1701.0,0,0.0,5,3,11.373333333333333,2.0,0.0,1,0.0,0,129.79,1
Medium,infrastructure,mainline_delivery_proxy,infrastructure,main,other,2,0,0,0,1,0,1,60.23888888888889,1,468,4,472,9,0.5033,1,4,0,1,0,0,0,1,0.5,0,0,0,0,0,30,30,9055.0,4,0.13333333333333333,20,11,60.23777777777778,4.0,0.0,10,0.9,0,108.26,0
Low,infrastructure,mainline_delivery_proxy,documentation,main,verification,12,0,0,0,0,0,1,0.001388888888888889,1,5,2,7,2,1.0,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,31,31,9527.0,4,0.12903225806451613,21,12,9.645277777777778,8.0,0.0,5,0.8,1,21.0,1
Low,infrastructure,mainline_delivery_proxy,documentation,main,build,12,0,0,0,0,0,1,0.001388888888888889,1,5,2,7,2,1.0,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,32,32,9534.0,4,0.125,21,12,0.0,9.0,0.0,6,0.6666666666666666,1,24.0,2
High,infrastructure,mainline_delivery_proxy,infrastructure,main,verification,12,0,0,0,0,0,1,0.0008333333333333334,1,337,17,354,14,0.9464,1,4,0,1,0,0,0,1,0.1667,0,0,0,0,0,33,33,9541.0,4,0.12121212121212122,21,12,0.3552777777777778,0.0,0.0,11,0.9090909090909091,1,27.0,3
High,infrastructure,mainline_delivery_proxy,infrastructure,main,build,12,0,0,0,0,0,1,0.0011111111111111111,1,337,17,354,14,0.9464,1,4,0,1,0,0,0,1,0.1667,0,0,0,0,0,34,34,9895.0,4,0.11764705882352941,22,13,0.0002777777777777778,1.0,0.0,12,0.9166666666666666,1,30.0,4
Medium,infrastructure,mainline_delivery_proxy,infrastructure,main,verification,13,0,0,0,0,0,1,0.0011111111111111111,1,71,3,74,3,0.9183,1,4,0,1,0,0,0,1,0.5,0,0,0,0,0,35,35,10249.0,4,0.11428571428571428,23,14,0.5930555555555556,2.0,0.0,13,0.9230769230769231,1,33.0,5
Medium,infrastructure,mainline_delivery_proxy,infrastructure,main,build,13,0,0,0,0,0,1,0.002777777777777778,1,71,3,74,3,0.9183,1,4,0,1,0,0,0,1,0.5,0,0,0,0,0,36,36,10323.0,4,0.1111111111111111,24,14,0.0016666666666666668,3.0,0.0,14,0.9285714285714286,1,36.0,6
Low,infrastructure,mainline_delivery_proxy,shared_platform,main,verification,13,0,0,0,0,0,1,0.0011111111111111111,1,56,80,136,5,0.7219,1,3,0,0,0,0,0,1,1.5,0,0,0,0,0,37,37,10397.0,4,0.10810810810810811,25,15,0.008611111111111111,4.0,0.0,9,0.3333333333333333,1,39.0,7
Medium,infrastructure,mainline_delivery_proxy,shared_platform,main,build,13,0,0,0,0,0,1,0.001388888888888889,1,56,80,136,5,0.7219,1,3,0,0,0,0,0,1,1.5,0,0,0,0,0,38,38,10533.0,4,0.10526315789473684,25,15,0.0002777777777777778,5.0,0.0,10,0.3,1,42.0,8
Low,platform,mainline_delivery_proxy,shared_platform,main,other,21,0,0,0,1,0,1,1.6080555555555556,2,6,8,14,1,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,3,12,1376.0,0,0.0,6,3,64.39722222222223,3.0,0.0,2,1.0,1,30.0,0
Low,infrastructure,mainline_delivery_proxy,shared_platform,main,other,2,1,0,0,1,0,1,13.393888888888888,1,56,80,136,5,0.7219,1,3,0,0,0,0,0,1,1.5,0,0,0,0,0,39,39,10669.0,4,0.10256410256410256,25,15,13.3925,5.0,0.0,11,0.2727272727272727,1,54.0,9
Low,platform,mainline_delivery_proxy,shared_platform,main,other,5,1,0,0,1,0,1,3.9130555555555557,2,39,2,41,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,4,13,1390.0,0,0.0,6,3,7.636388888888889,4.0,0.0,3,0.6666666666666666,1,33.0,1
Low,infrastructure,mainline_delivery_proxy,shared_platform,main,verification,10,1,0,0,0,0,1,0.4886111111111111,1,3,3,6,2,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,39,40,10802.0,4,0.1,25,15,7.598611111111111,10.0,0.3,12,0.25,1,42.0,9
Medium,infrastructure,mainline_delivery_proxy,shared_platform,main,build,10,1,0,0,0,0,1,0.4886111111111111,1,3,3,6,2,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,40,41,10808.0,4,0.0975609756097561,25,15,0.0,11.0,0.2727272727272727,13,0.23076923076923078,1,42.0,10
High,infrastructure,mainline_delivery_proxy,shared_platform,main,verification,10,1,0,0,0,0,1,0.5047222222222222,1,3,3,6,2,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,41,42,10814.0,4,0.09523809523809523,25,15,0.01611111111111111,2.0,0.0,14,0.21428571428571427,1,42.0,11
Low,infrastructure,mainline_delivery_proxy,api_backend,main,verification,12,1,0,0,0,0,1,123.32333333333334,1,6,16,22,4,1.0,1,4,0,0,1,0,0,0,0.0,0,1,0,0,0,42,43,10820.0,4,0.09302325581395349,26,15,2.651388888888889,12.0,0.25,4,0.5,1,42.0,8
Medium,infrastructure,mainline_delivery_proxy,api_backend,main,build,12,1,0,0,0,0,1,123.32333333333334,1,6,16,22,4,1.0,1,4,0,0,1,0,0,0,0.0,0,1,0,0,0,43,44,10842.0,4,0.09090909090909091,26,15,0.0,13.0,0.23076923076923078,5,0.4,1,42.0,9
Medium,infrastructure,mainline_delivery_proxy,api_backend,main,other,12,1,0,0,0,0,1,123.3236111111111,1,6,16,22,4,1.0,1,4,0,0,1,0,0,0,0.0,0,1,0,0,0,44,45,10864.0,4,0.08888888888888889,27,15,0.0002777777777777778,3.0,0.0,6,0.5,1,42.0,10
Low,infrastructure,mainline_delivery_proxy,api_backend,main,other,12,1,0,0,0,0,1,123.3236111111111,1,6,16,22,4,1.0,1,4,0,0,1,0,0,0,0.0,0,1,0,0,0,45,46,10886.0,4,0.08695652173913043,28,15,0.0,4.0,0.0,7,0.5714285714285714,1,42.0,11
Medium,infrastructure,mainline_delivery_proxy,infrastructure,main,verification,17,1,0,0,0,0,1,0.0011111111111111111,2,217,109,326,28,0.7076,1,4,0,1,0,0,0,1,0.3333,0,0,0,0,0,38,47,8916.0,0,0.0851063829787234,29,16,4.676666666666667,0.0,0.0,15,0.9333333333333333,1,42.0,8
Medium,infrastructure,mainline_delivery_proxy,infrastructure,main,build,17,1,0,0,0,0,1,0.0011111111111111111,2,217,109,326,28,0.7076,1,4,0,1,0,0,0,1,0.3333,0,0,0,0,0,39,48,9242.0,0,0.08333333333333333,30,17,0.0,1.0,0.0,16,0.9375,1,42.0,9
Low,observability,mainline_delivery_proxy,shared_platform,main,other,18,1,0,0,0,0,1,1.7247222222222223,2,97,83,180,2,1.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,720.0,0.0,0.0,0,0.0,1,18.0,0
Low,observability,mainline_delivery_proxy,shared_platform,main,verification,22,1,0,0,1,0,1,5.9447222222222225,2,97,83,180,2,1.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,180.0,0,0.0,0,0,4.22,0.0,0.0,1,0.0,1,33.0,1
Medium,observability,mainline_delivery_proxy,shared_platform,main,other,23,1,0,0,1,0,1,6.861666666666666,2,97,83,180,2,1.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,2,2,360.0,0,0.0,0,0,0.9169444444444445,1.0,0.0,2,0.0,0,113.54,2
High,platform,explicit_deployment_intent,database,main,deployment,0,2,0,0,1,1,1,0.001388888888888889,2,446,189,635,68,1.5477,6,5,1,1,1,0,1,1,0.0303,0,1,0,1,0,5,14,1431.0,0,0.0,5,3,18.555555555555557,103.0,0.009708737864077669,1,1.0,1,33.0,1
High,infrastructure,mainline_delivery_proxy,infrastructure,main,other,2,2,0,0,1,0,1,9.045833333333333,2,217,109,326,28,0.7076,1,4,0,1,0,0,0,1,0.3333,0,0,0,0,0,40,49,9568.0,0,0.08163265306122448,31,17,9.044722222222223,6.0,0.0,17,0.9411764705882353,0,153.03,10
Low,observability,mainline_delivery_proxy,shared_platform,main,verification,3,2,0,0,1,0,1,11.043888888888889,2,97,83,180,2,1.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,3,3,540.0,0,0.0,0,0,4.182222222222222,0.0,0.0,3,0.0,1,39.0,3
Low,infrastructure,mainline_delivery_proxy,infrastructure,main,verification,7,2,0,0,0,0,1,0.0011111111111111111,1,103,0,103,2,-0.0,1,4,0,1,0,0,0,1,1.0,0,0,0,0,0,40,50,9892.0,0,0.08,32,18,4.866666666666666,10.0,0.0,18,0.9444444444444444,0,110.95,10
Medium,infrastructure,mainline_delivery_proxy,infrastructure,main,build,7,2,0,0,0,0,1,0.0011111111111111111,1,103,0,103,2,-0.0,1,4,0,1,0,0,0,1,1.0,0,0,0,0,0,41,51,9995.0,0,0.0784313725490196,32,18,0.0,11.0,0.0,19,0.8947368421052632,1,42.0,11
High,infrastructure,mainline_delivery_proxy,api_backend,main,verification,7,2,0,0,0,0,1,0.0011111111111111111,1,730,830,1560,35,-0.0,2,4,0,1,0,0,0,1,0.2963,0,0,0,0,0,42,52,10098.0,0,0.07692307692307693,33,19,0.06777777777777778,12.0,0.0,8,0.625,1,42.0,12
High,infrastructure,mainline_delivery_proxy,api_backend,main,build,7,2,0,0,0,0,1,0.0011111111111111111,1,730,830,1560,35,-0.0,2,4,0,1,0,0,0,1,0.2963,0,0,0,0,0,43,53,11658.0,0,0.07547169811320754,34,19,0.0,13.0,0.0,9,0.6666666666666666,1,42.0,13
Low,infrastructure,mainline_delivery_proxy,documentation,main,verification,7,2,0,0,0,0,1,0.0008333333333333334,1,6,2,8,2,1.0,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,44,54,13218.0,0,0.07407407407407407,35,20,0.08138888888888889,14.0,0.0,7,0.5714285714285714,0,108.59,14
Low,infrastructure,mainline_delivery_proxy,documentation,main,build,7,2,0,0,0,0,1,0.0008333333333333334,1,6,2,8,2,1.0,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,45,55,13226.0,0,0.07272727272727272,36,20,0.0,15.0,0.0,8,0.625,1,42.0,15
Low,observability,mainline_delivery_proxy,shared_platform,main,build,9,2,0,0,0,0,1,0.0008333333333333334,2,60,60,120,2,1.0,1,3,0,0,1,0,0,0,0.0,0,1,0,0,0,4,4,720.0,0,0.0,0,0,5.818888888888889,2.0,0.0,4,0.0,1,30.0,4
Low,observability,mainline_delivery_proxy,shared_platform,main,quality,9,2,0,0,0,0,1,0.0008333333333333334,2,60,60,120,2,1.0,1,3,0,0,1,0,0,0,0.0,0,1,0,0,0,5,5,840.0,0,0.0,0,0,0.0,3.0,0.0,5,0.0,1,33.0,5
Low,observability,mainline_delivery_proxy,shared_platform,main,verification,9,2,0,0,0,0,1,0.0011111111111111111,2,60,60,120,2,1.0,1,3,0,0,1,0,0,0,0.0,0,1,0,0,0,6,6,960.0,0,0.0,1,0,0.0002777777777777778,4.0,0.0,6,0.16666666666666666,1,36.0,6
Low,observability,mainline_delivery_proxy,shared_platform,main,verification,9,2,0,0,0,0,1,0.0011111111111111111,2,60,60,120,2,1.0,1,3,0,0,1,0,0,0,0.0,0,1,0,0,0,7,7,1080.0,0,0.0,2,0,0.0,5.0,0.0,7,0.2857142857142857,1,39.0,7
Medium,observability,mainline_delivery_proxy,shared_platform,main,other,9,2,0,0,0,0,1,0.001388888888888889,2,60,60,120,2,1.0,1,3,0,0,1,0,0,0,0.0,0,1,0,0,0,8,8,1200.0,0,0.0,3,0,0.0002777777777777778,0.0,0.0,8,0.375,0,112.38,8
Low,observability,mainline_delivery_proxy,shared_platform,main,verification,9,2,0,0,0,0,1,0.0008333333333333334,2,3,3,6,2,1.0,1,3,0,0,1,0,0,0,0.0,0,1,0,0,0,9,9,1320.0,0,0.0,4,1,0.019444444444444445,6.0,0.0,9,0.4444444444444444,1,42.0,9
Low,observability,mainline_delivery_proxy,shared_platform,main,quality,9,2,0,0,0,0,1,0.0008333333333333334,2,3,3,6,2,1.0,1,3,0,0,1,0,0,0,0.0,0,1,0,0,0,10,10,1326.0,0,0.0,5,2,0.0,7.0,0.0,10,0.5,1,42.0,10
