repo_key,owner,repository,language,deployment_label,deployment_ready,stars,forks,watchers,total_commits,total_issues,total_prs,total_files,size,open_issues,repository_age_days,last_update_days,has_license,has_description,bug_fix_ratio,feature_commit_ratio,refactor_commit_ratio,documentation_commit_ratio,average_commit_length,average_commit_words,author_diversity,commit_frequency,days_since_last_commit,closed_issue_ratio,bug_issue_ratio,average_issue_comments,stale_issue_ratio,merged_pr_ratio,source_code_ratio,documentation_ratio,config_ratio,test_ratio,binary_ratio,has_ci_cd,has_dockerfile,has_contributing_guide,dependency_file_count,max_directory_depth,weekend_commit_ratio,night_commit_ratio,average_issue_resolution_days,average_merge_days,language_diversity,average_directory_depth,average_file_size
ashishps1_awesome-system-design-resources,ashishps1,awesome-system-design-resources,Java,Needs Improvements,1,39589,8475,39589,30,20,19,26,2340,14,993,0,1,1,0.1333,0.2,0.0,0.4,48.3333,6.6,3,0.0302,147,0.6,0.2,0.85,0.75,0.1579,0.8462,0.0769,0.0,0.0,0.0769,0,0,0,0,3,0.2,0.1333,42.25,1.6667,2,2.6154,66343.8462
endrazine_wcc,endrazine,wcc,C,Needs Improvements,1,1995,117,1995,30,20,20,100,8839,0,3626,1,1,1,0.2333,0.4,0.4667,0.1,80.9333,11.1,1,0.0083,1,1.0,0.7,3.85,0.0,0.8,0.16,0.09,0.15,0.0,0.02,0,0,0,1,5,0.4667,0.0,396.5,59.25,4,2.58,54723.93
segmentio_fasthash,segmentio,fasthash,Go,Needs Improvements,1,299,20,299,30,4,11,19,33,3,3318,13,1,1,0.2333,0.4,0.0333,0.2,88.8,10.9333,7,0.009,1106,0.75,0.25,2.5,1.0,0.7273,0.3684,0.1053,0.0526,0.3684,0.0,1,0,0,1,1,0.0333,0.3,383.3333,48.5,1,0.6842,1457.5263
fatedier_frp,fatedier,frp,Go,Production Ready,1,108015,15108,108015,30,20,20,100,32326,55,3857,0,1,1,0.1333,0.3333,0.0333,0.1,112.1333,16.7,4,0.0078,2,0.4,0.55,1.0,0.0,0.55,0.48,0.03,0.02,0.06,0.05,1,0,0,1,3,0.1333,0.2333,11.125,0.0,2,1.63,7112.02
Apollo3zehn_FluentModbus,Apollo3zehn,FluentModbus,C#,Not Ready,0,299,105,299,30,20,20,84,8766,64,2627,0,1,1,0.2,0.1333,0.1,0.1,68.7667,6.9333,7,0.0114,55,0.3,0.45,1.9,0.9286,0.45,0.4524,0.0238,0.0238,0.1429,0.0476,1,0,0,0,3,0.0,0.0333,75.0,32.1111,3,1.9286,7995.3452
MiniMax-AI_cli,MiniMax-AI,cli,TypeScript,Production Ready,1,1988,145,1988,30,20,20,100,618,19,110,0,0,1,0.7,0.2333,0.1,0.1333,282.2667,37.6,13,0.2727,0,0.5,0.75,0.7,0.0,0.5,0.84,0.02,0.03,0.0,0.01,1,0,0,1,3,0.1667,0.1,2.8,13.7,2,2.03,4500.89
holoviz_lumen,holoviz,lumen,Python,Needs Improvements,1,300,29,300,30,20,20,100,39011,187,2259,0,1,1,0.4667,0.2,0.0,0.0,58.0667,7.5667,5,0.0133,0,0.25,0.55,0.2,0.0,0.75,0.0,0.9,0.01,0.13,0.33,1,0,1,0,3,0.0,0.0,1.2,2.6,3,2.28,40380.05
leandroBorgesFerreira_LoadingButtonAndroid,leandroBorgesFerreira,LoadingButtonAndroid,Kotlin,Not Ready,0,1957,209,1957,30,20,20,64,19676,57,3623,3,1,1,0.2,0.1667,0.0,0.4,35.6,5.0667,5,0.0083,515,0.35,0.45,1.6,1.0,0.75,0.2188,0.0312,0.0625,0.0312,0.0312,1,0,0,0,9,0.1667,0.0333,28.8571,8.0,2,4.1719,2809.7969
level1techs_siomon,level1techs,siomon,Rust,Production Ready,1,300,18,300,30,20,20,100,1081,23,126,3,1,0,0.4,0.7,0.0667,0.2333,458.1333,62.8333,4,0.2381,48,0.25,0.2,2.15,0.8,0.65,0.65,0.05,0.04,0.0,0.01,1,0,1,1,5,0.3333,0.5333,2.4,0.6923,2,3.31,9923.96
FirstGearGames_FishNet,FirstGearGames,FishNet,C#,Not Ready,0,1972,220,1972,30,20,20,100,11633,24,1787,1,1,1,0.6667,0.2667,0.0667,0.0333,190.9667,22.2333,9,0.0168,87,0.3,0.9,2.0,0.2143,0.5,0.43,0.0,0.01,0.0,0.0,0,0,0,0,5,0.0667,0.1333,17.3333,13.2,1,4.09,2950.12
pravega_pravega,pravega,pravega,Java,Production Ready,1,1999,399,1999,30,20,20,100,49252,245,3654,5,1,1,1.0,0.2333,0.0667,0.1333,258.1667,30.3667,13,0.0082,498,0.75,0.8,0.7,1.0,0.65,0.37,0.05,0.04,0.31,0.0,1,0,1,1,10,0.0667,0.2,39.6667,19.9231,1,5.87,6661.09
gboudreau_nest-api,gboudreau,nest-api,PHP,Needs Improvements,1,299,91,299,30,20,20,6,288,22,5034,57,1,1,0.1667,0.4667,0.0667,0.0,70.2,8.7,2,0.006,361,0.5,0.65,5.75,1.0,0.95,0.3333,0.3333,0.1667,0.0,0.0,0,0,0,1,0,0.1667,0.1667,1.2,0.0,1,0.0,16313.8333
alacritty_alacritty,alacritty,alacritty,Rust,Production Ready,1,64884,3517,64884,30,20,20,100,14577,335,3799,0,1,1,0.5333,0.4667,0.0667,0.0333,208.0,33.2333,18,0.0079,0,0.95,0.6,1.95,0.0,0.35,0.61,0.05,0.08,0.0,0.01,1,0,1,4,4,0.3333,0.5333,0.2105,0.4286,2,2.23,12715.63
rosuH_EasyWatermark,rosuH,EasyWatermark,Kotlin,Production Ready,1,1847,149,1847,30,20,20,100,93910,34,2184,1,1,1,0.3667,0.4333,0.2333,0.0333,306.2667,35.9667,6,0.0137,57,0.5,0.15,1.25,0.9,0.75,0.75,0.02,0.02,0.01,0.0,1,0,0,0,10,0.6333,0.1667,53.0,18.8,1,7.24,6196.68
php_php-src,php,php-src,C,Needs Improvements,1,40241,8106,40241,30,20,20,100,644061,1861,5507,0,1,1,0.4,0.2333,0.0667,0.0,150.4667,21.2667,16,0.0054,0,0.5,0.7,0.8,0.0,0.15,0.17,0.04,0.04,0.13,0.0,1,0,1,0,3,0.0667,0.2333,0.5,0.3333,3,1.98,7179.09
xtrime-ru_TelegramRSS,xtrime-ru,TelegramRSS,PHP,Production Ready,1,300,46,300,30,20,8,38,232,5,2716,5,1,1,0.4667,0.2333,0.0,0.0333,27.5333,4.4667,2,0.011,37,0.8,0.3,2.35,1.0,0.75,0.5789,0.0526,0.0526,0.0,0.0526,0,1,0,1,2,0.4667,0.2333,105.9375,0.0,2,1.0526,5895.1579
spring-projects_spring-framework,spring-projects,spring-framework,Java,Not Ready,0,60112,38817,60112,30,20,20,100,243296,504,5697,0,1,1,0.1,0.2333,0.0,0.0667,217.5667,28.8,8,0.0053,1,0.05,0.45,0.3,0.0,0.0,0.17,0.46,0.06,0.11,0.16,1,0,1,2,8,0.2333,0.0667,2.0,0.0,1,4.28,12161.07
swiftlang_swift,swiftlang,swift,Swift,Not Ready,0,70158,10757,70158,30,20,20,100,1359853,9086,3916,0,1,1,0.1333,0.1667,0.2333,0.0,307.7,40.1333,15,0.0077,0,0.25,0.65,0.75,0.0,0.05,0.0,0.03,0.37,0.01,0.0,0,0,1,0,6,0.0333,0.3,0.4,0.0,0,3.48,7011.45
ZhangBlossom_BlossomGateway,ZhangBlossom,BlossomGateway,Java,Not Ready,0,300,36,300,30,2,0,100,8201,2,995,5,0,1,0.0667,0.0,0.0,0.6,14.9667,1.7,3,0.0302,187,0.0,0.0,0.5,1.0,0.0,0.75,0.0,0.12,0.02,0.0,0,0,0,6,11,0.4333,0.3333,0.0,0.0,1,6.58,2223.02
kateinoigakukun_StubKit,kateinoigakukun,StubKit,Swift,Production Ready,1,300,9,300,30,4,10,33,193,0,2753,54,1,1,0.1333,0.4667,0.0,0.1333,34.1333,5.0333,3,0.0109,705,1.0,0.5,1.25,0.0,1.0,0.3636,0.0606,0.0303,0.2727,0.0303,1,0,0,0,3,0.6333,0.5333,287.0,0.0,1,1.7576,9073.8182
bitshifter_glam-rs,bitshifter,glam-rs,Rust,Production Ready,1,2000,195,2000,30,20,20,100,5406,14,2834,0,1,1,0.2333,0.3,0.0333,0.1,95.6667,10.3333,3,0.0106,14,0.75,0.4,2.0,0.2,0.95,0.77,0.04,0.03,0.0,0.0,1,0,1,1,3,0.7667,0.4333,9.4667,0.0,1,1.83,13279.71
sous-chefs_redisio,sous-chefs,redisio,Ruby,Not Ready,0,296,291,296,30,20,20,70,1077,14,5210,4,1,1,0.0667,0.0,0.0333,0.0,107.6333,9.8667,3,0.0058,4,0.5,0.6,0.9,1.0,0.7,0.1429,0.0714,0.0429,0.2714,0.0,1,0,1,0,4,0.0,0.0333,187.4,9.5714,1,1.3,2739.9286
x64dbg_x64dbg,x64dbg,x64dbg,C++,Needs Improvements,1,48888,2781,48888,30,20,20,100,64698,577,4111,0,1,1,0.4,0.1333,0.0667,0.0,109.1,16.0,8,0.0073,0,0.4,0.75,1.85,0.0,0.45,0.01,0.05,0.04,0.0,0.55,1,0,1,0,4,0.2,0.1667,0.75,1.7778,2,2.53,69523.92
huginn_huginn,huginn,huginn,Ruby,Production Ready,1,49611,4273,49611,30,20,20,100,9442,697,4874,0,1,1,0.3,0.2,0.0667,0.0,190.0333,23.5667,3,0.0062,3,0.35,0.5,1.4,0.5385,0.8,0.67,0.02,0.01,0.0,0.02,1,0,0,1,5,0.4667,0.2,14.2857,2.6875,3,2.1,4205.46
LadybirdBrowser_ladybird,LadybirdBrowser,ladybird,C++,Production Ready,1,64569,3086,64569,30,20,20,100,469252,516,774,0,1,1,0.3,0.4333,0.0667,0.1,466.6667,68.5667,4,0.0388,0,0.15,0.8,0.55,0.0,0.8,0.08,0.0,0.05,0.05,0.0,1,1,0,0,3,0.1667,0.3,0.0,0.0,3,1.26,3946.39
InfamousSYN_rogue,InfamousSYN,rogue,Python,Needs Improvements,1,300,50,300,30,20,19,72,923,6,3123,34,1,1,0.1,0.4,0.0333,0.1,35.7667,4.9667,1,0.0096,764,0.75,0.35,0.85,1.0,1.0,0.4306,0.3472,0.0556,0.0,0.0,1,0,0,1,4,0.0,0.5,79.0,0.0,1,1.9167,11555.8333
antoniandre_vue-cal,antoniandre,vue-cal,JavaScript,Not Ready,0,300,36,300,30,20,15,100,48525,19,639,4,1,1,0.1667,0.1333,0.1333,0.3667,43.7333,6.0333,2,0.0469,35,0.6,0.45,1.95,0.875,0.4667,0.49,0.38,0.02,0.05,0.0,0,0,0,0,2,0.4,0.4333,73.5833,16.0,3,1.81,7706.76
google-research_sparf,google-research,sparf,Python,Not Ready,0,300,17,300,9,16,10,100,1279,7,1174,13,1,1,0.0,0.1111,0.0,0.2222,43.4444,5.0,4,0.0077,95,0.75,0.25,2.125,1.0,0.1,0.83,0.1,0.02,0.02,0.04,0,0,1,1,3,0.1111,0.1111,32.25,35.0,2,2.12,20973.13
cg-tuwien_Auto-Vk,cg-tuwien,Auto-Vk,C++,Not Ready,0,300,19,300,30,20,20,77,1264,30,2225,18,1,1,0.3667,0.4333,0.0,0.0667,166.6,22.1333,2,0.0135,269,0.25,0.2,0.4,1.0,0.9,0.013,0.039,0.013,0.0,0.013,1,0,0,0,2,0.1,0.0333,261.4,13.0,1,1.8571,13911.7403
eds2002_immersive-overlay-example,eds2002,immersive-overlay-example,TypeScript,Not Ready,0,300,37,300,5,2,1,27,327,1,459,10,0,0,0.2,0.2,0.0,0.6,30.6,3.8,3,0.0109,427,0.5,0.5,0.5,1.0,1.0,0.1852,0.037,0.0741,0.0,0.3333,0,0,0,1,4,0.0,0.2,0.0,28.0,3,1.5926,24054.8148
microsoft_Microsoft-MPI,microsoft,Microsoft-MPI,C++,Not Ready,0,299,81,299,30,20,20,100,2305,46,2839,18,1,1,0.2667,0.3,0.0333,0.1,78.4,11.2667,5,0.0106,860,0.05,0.5,2.35,0.9474,0.5,0.28,0.02,0.02,0.0,0.09,0,0,0,0,3,0.0333,0.3667,4.0,15.1,1,2.49,45663.75
OCA_website,OCA,website,JavaScript,Not Ready,0,300,748,300,30,20,20,100,51847,39,4379,1,1,1,0.1,0.3,0.0,0.0,105.1667,9.3,9,0.0069,5,0.8,0.7,3.45,1.0,0.35,0.23,0.02,0.09,0.05,0.02,1,0,0,4,4,0.0,0.3667,134.6875,1.8571,5,1.8,5856.22
openclaw_openclaw,openclaw,openclaw,TypeScript,Production Ready,1,382885,80363,382885,30,20,20,100,1881220,6548,231,0,1,1,0.5,0.0,0.5667,0.1333,138.6,17.5,3,0.1299,0,0.05,0.9,0.25,0.0,0.45,0.0,0.0,0.0,0.07,0.0,0,0,0,0,5,0.0,0.0,0.0,0.0,2,4.25,10885.8
devopsinsiders_ReactTodoUIMonolith,devopsinsiders,ReactTodoUIMonolith,JavaScript,Not Ready,0,300,128,300,17,0,17,23,1273,7,982,46,0,1,0.0,0.1176,0.0,0.3529,26.4706,3.1765,6,0.0173,227,0.0,0.0,0.0,0.0,0.0588,0.2174,0.0435,0.1304,0.087,0.2609,1,0,0,1,1,0.7059,0.3529,0.0,1.0,3,0.7826,86028.5217
muxy-app_muxy,muxy-app,muxy,Swift,Production Ready,1,1974,166,1974,30,20,20,100,11327,37,104,0,1,1,0.4667,0.2,0.1667,0.1,173.3667,25.3,6,0.2885,0,0.35,0.3,0.6,0.0,0.85,0.74,0.03,0.02,0.0,0.0,1,0,1,0,4,0.2333,0.0667,1.7143,0.4118,2,2.37,2672.95
wieslawsoltes_Xaml.Behaviors,wieslawsoltes,Xaml.Behaviors,C#,Not Ready,0,298,27,298,30,20,20,100,365825,19,809,0,1,1,0.2333,0.1333,0.0,0.1,49.5,5.8,2,0.0371,11,0.15,0.4,1.1,0.4118,0.8,0.01,0.01,0.03,0.0,0.0,1,0,0,0,4,0.0667,0.0,9.3333,2.8125,2,2.49,1198.24
vsouza_awesome-ios,vsouza,awesome-ios,Swift,Production Ready,1,52743,6983,52743,30,20,20,20,17305,14,4386,0,1,1,0.0667,0.5,0.0333,0.3,233.7333,33.8,5,0.0068,19,1.0,0.0,0.5,0.0,0.1,0.1,0.2,0.1,0.0,0.25,1,0,1,0,2,0.0333,0.1,38.1,0.0,2,0.45,174917.65
jukibom_FlyDangerous,jukibom,FlyDangerous,C#,Not Ready,0,300,29,300,30,20,20,100,2955796,91,2022,16,1,1,0.5667,0.0667,0.1,0.0,75.4333,11.7,2,0.0148,91,0.25,0.3,1.55,1.0,0.65,0.01,0.0,0.02,0.0,0.06,0,0,0,0,4,0.1667,0.4,386.6,4.4615,1,2.83,8550.82
netdata_netdata,netdata,netdata,Go,Production Ready,1,79639,6515,79639,30,20,20,100,291335,351,4774,0,1,1,0.5333,0.6,0.1333,0.3,2338.1,307.8667,7,0.0063,0,0.4,0.75,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4,0.0,0.1,2.5,0.0,1,3.5,10587.57
graniet_kheish,graniet,kheish,Rust,Production Ready,1,299,23,299,30,1,10,100,11954,0,580,0,1,1,0.1,0.7,0.0,0.0333,57.4667,7.5333,2,0.0517,18,1.0,0.0,0.0,0.0,1.0,0.82,0.03,0.11,0.02,0.0,0,1,0,8,5,0.0667,0.0,0.0,0.6,2,3.32,25093.08
fajarhide_omni,fajarhide,omni,Rust,Production Ready,1,300,29,300,30,6,20,100,6060,0,121,1,1,1,0.1667,0.4333,0.2667,0.5,1621.8333,141.5,3,0.2479,19,1.0,0.6667,1.1667,0.0,1.0,0.07,0.14,0.09,0.05,0.03,1,0,1,5,2,0.1,0.3333,0.3333,0.65,4,1.44,16074.76
HeyAlex_CornerSheet,HeyAlex,CornerSheet,Kotlin,Not Ready,0,297,12,297,30,3,0,96,5802,1,2382,62,1,1,0.0,0.2333,0.0333,0.3667,30.5667,4.4667,2,0.0126,767,0.6667,0.0,1.3333,1.0,0.0,0.1354,0.0104,0.1146,0.0,0.3125,1,0,0,4,11,0.8333,0.0667,0.5,0.0,1,3.6562,68169.0
HarbourMasters_Starship,HarbourMasters,Starship,C,Not Ready,0,1981,134,1981,30,20,20,100,17206,51,784,1,1,1,0.2,0.1333,0.1,0.0667,31.0,4.9333,5,0.0383,29,0.2,0.5,0.95,0.0,0.55,0.0,0.01,0.02,0.0,0.0,1,0,0,0,4,0.2667,0.6,1.25,1.6364,0,3.37,6618.04
public-apis_public-apis,public-apis,public-apis,Python,Production Ready,1,449880,49460,449880,30,20,20,23,6970,1550,3767,0,1,1,0.0667,0.9,0.0,0.1,86.5333,11.1333,9,0.008,0,0.1,0.2,1.25,0.0,0.0,0.1304,0.1739,0.1304,0.2174,0.1739,1,0,1,1,3,0.5,0.0,1.5,0.0,2,1.3913,15376.0435
521xueweihan_HelloGitHub,521xueweihan,HelloGitHub,Python,Not Ready,0,165126,12308,165126,30,20,20,100,9207,513,3723,0,0,1,0.0333,0.0667,0.0,0.0,19.5667,1.3333,1,0.0081,15,0.05,0.15,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0,0,0,0,2,0.0667,0.7667,0.0,0.0,0,0.99,19050.94
nomic-ai_gpt4all,nomic-ai,gpt4all,C++,Not Ready,0,77395,8301,77395,30,20,20,100,44678,767,1204,0,1,1,0.2667,0.1667,0.0333,0.0333,120.6333,13.4,5,0.0249,412,0.05,0.7,0.5,0.5789,0.05,0.07,0.63,0.03,0.0,0.46,1,0,1,0,5,0.0,0.4667,0.0,0.0,3,2.96,287897.61
shadowsocks_shadowsocks-windows,shadowsocks,shadowsocks-windows,C#,Needs Improvements,1,59583,16225,59583,30,20,20,100,13489,199,4929,0,1,1,0.2333,0.2,0.0,0.1,61.2333,8.6333,6,0.0061,715,0.5,0.5,1.85,0.8,0.2,0.6,0.02,0.02,0.0,0.06,0,0,1,0,4,0.1333,0.1667,48.8,0.0,3,2.06,27352.32
joelkanyi_Muviz,joelkanyi,Muviz,Kotlin,Not Ready,0,297,39,297,30,17,20,100,62502,14,1613,25,0,1,0.1667,0.0333,0.2,0.0,95.3,10.2,2,0.0186,294,0.7647,0.2353,1.4706,1.0,0.5,0.74,0.01,0.03,0.01,0.01,1,0,0,0,11,0.0667,0.4333,119.0,17.9,1,7.58,2253.74
vincentneo_LosslessSwitcher,vincentneo,LosslessSwitcher,Swift,Needs Improvements,1,1895,138,1895,30,20,20,42,585,61,1542,0,1,1,0.3667,0.5667,0.0,0.4667,73.3667,10.5667,10,0.0195,37,0.45,0.55,2.05,0.6364,0.7,0.4048,0.0476,0.0238,0.0,0.1667,0,0,0,0,4,0.5,0.2,25.3333,26.3571,1,1.7619,12773.9762
nashtech-garage_yas,nashtech-garage,yas,Java,Needs Improvements,1,1978,726,1978,30,20,20,100,92410,154,1638,4,1,1,0.3667,0.5,0.1333,0.0667,195.5333,27.5333,15,0.0183,32,0.6,0.45,0.5,1.0,0.0,0.18,0.03,0.08,0.36,0.03,1,0,0,4,11,0.0667,0.6333,12.6667,0.0,1,5.91,3549.39
rubik_radon,rubik,radon,Python,Not Ready,0,1996,136,1996,30,20,20,100,2723,51,5044,0,1,1,0.4667,0.3667,0.0333,0.3333,68.2,9.6667,13,0.0059,631,0.1,0.5,1.05,0.9444,0.05,0.0,0.86,0.05,0.0,0.35,1,1,0,1,6,0.6667,0.0,33.5,8.0,1,4.42,21697.6
luc-github_ESP3D,luc-github,ESP3D,C,Needs Improvements,1,1982,489,1982,30,20,20,100,140794,5,4106,2,1,1,0.5,0.3333,0.0667,0.1333,59.1667,8.5667,2,0.0073,10,1.0,0.6,7.95,0.0,0.2,0.49,0.14,0.04,0.0,0.04,1,0,0,1,4,0.3667,0.4333,5.55,0.25,6,2.44,12503.61
obfuscurity_backstop,obfuscurity,backstop,Ruby,Production Ready,1,296,32,296,30,12,20,42,6686,3,5157,35,1,1,0.0333,0.4667,0.0,0.0,266.8333,20.6,3,0.0058,35,0.75,0.75,1.9167,1.0,1.0,0.4762,0.0476,0.0476,0.2619,0.0,0,1,0,1,4,0.0,0.3333,2.2222,0.0,1,2.0952,695.1429
anoyetta_ACT.Hojoring,anoyetta,ACT.Hojoring,C#,Needs Improvements,1,300,64,300,30,20,20,100,322191,13,3174,8,1,1,0.4333,0.1333,0.0667,0.0,124.7667,14.0667,3,0.0095,29,0.8,0.35,3.55,1.0,0.95,0.14,0.07,0.02,0.0,0.31,1,0,0,0,4,0.4667,0.7667,17.0625,0.0526,1,2.63,698084.12
MichaelGrafnetter_DSInternals,MichaelGrafnetter,DSInternals,C#,Not Ready,0,1959,277,1959,30,20,20,100,19105,21,3853,0,1,1,0.4667,0.1667,0.0667,0.0,176.5333,20.0667,1,0.0078,9,0.8,0.75,4.7,0.5,0.75,0.0,0.04,0.03,0.03,0.02,1,0,1,0,3,0.5333,0.1667,35.8125,0.0667,0,1.8,5583.77
da-luce_astroterm,da-luce,astroterm,C,Production Ready,1,1979,47,1979,30,20,20,71,95782,37,1124,0,1,1,0.3333,0.4333,0.1,0.3,204.6333,29.9,11,0.0267,104,0.1,0.3,0.95,0.7778,0.85,0.2676,0.0423,0.0282,0.1831,0.0282,1,0,1,0,3,0.2667,0.6,1.0,50.1765,3,1.0,299448.6901
github_spec-kit,github,spec-kit,Python,Production Ready,1,120901,10752,120901,30,20,20,100,12746,351,326,0,1,1,0.7667,0.5667,0.1,0.5,1442.3333,178.9667,9,0.092,0,0.45,0.8,1.45,0.0,0.4,0.0,0.44,0.04,0.06,0.0,1,0,1,0,3,0.0,0.1333,0.6667,0.25,2,1.58,12242.67
meganz_android,meganz,android,Kotlin,Not Ready,0,1852,409,1852,30,20,20,100,578795,126,3722,1,1,1,0.2667,0.1,0.0,0.0,84.8667,10.6667,9,0.0081,3,0.65,0.6,1.8,1.0,0.0,0.18,0.01,0.01,0.1,0.02,1,0,0,0,10,0.0333,0.5333,2.0769,0.0,4,4.07,124645.15
XunMengWinter_CircularAnim,XunMengWinter,CircularAnim,Java,Production Ready,1,1970,304,1970,30,20,3,47,244,4,3646,5,0,1,0.0667,0.3333,0.0,0.3667,29.0333,3.8667,4,0.0082,637,0.8,0.05,1.7,1.0,1.0,0.0851,0.0213,0.1489,0.1915,0.1489,0,0,0,3,8,0.4,0.5,87.875,0.0,1,3.8936,9383.4894
NingNing0111_know-hub-ai,NingNing0111,know-hub-ai,Java,Needs Improvements,1,299,68,299,30,5,7,100,23988,2,832,5,0,1,0.0,0.0667,0.0,0.2667,21.1333,2.8,3,0.0361,415,0.6,0.2,1.8,1.0,0.8571,0.58,0.01,0.06,0.0,0.15,0,1,0,3,10,0.3,0.0,94.6667,0.3333,1,6.1,91061.97
cutterbl_SoundTouchJS,cutterbl,SoundTouchJS,TypeScript,Production Ready,1,300,43,300,30,20,20,100,18275,1,2884,2,1,1,0.5667,0.4,0.1667,0.2,423.1667,52.3,2,0.0104,5,1.0,0.15,1.8,0.0,0.95,0.05,0.05,0.02,0.01,0.05,1,0,0,1,4,0.0,0.0,242.85,0.0,3,2.67,180370.55
R44VC0RP_agenda.dev,R44VC0RP,agenda.dev,TypeScript,Needs Improvements,1,300,30,300,30,7,11,100,24320,3,449,27,0,1,0.1,0.2333,0.0667,0.0,48.3333,6.9,3,0.0668,430,0.5714,0.0,1.2857,1.0,0.8182,0.12,0.01,0.01,0.01,0.03,0,0,0,0,4,0.2333,0.4333,5.25,0.5556,3,1.67,11433.57
pact-foundation_pact-php,pact-foundation,pact-php,PHP,Production Ready,1,300,89,300,30,20,20,100,2758,2,3285,49,1,1,0.1333,0.1333,0.0333,0.0667,96.8667,9.0333,4,0.0091,54,0.95,0.4,2.95,1.0,0.95,0.22,0.02,0.04,0.64,0.0,1,0,0,0,5,0.2,0.2,55.2105,7.9474,1,3.24,2135.57
simgine_bevy_enhanced_input,simgine,bevy_enhanced_input,Rust,Production Ready,1,300,47,300,30,20,20,85,1116,11,645,0,1,1,0.1667,0.4667,0.0667,0.1333,357.7,34.0667,7,0.0465,13,0.8,0.7,2.4,0.75,0.9,0.6941,0.0235,0.0353,0.1647,0.0,1,0,0,2,3,0.2333,0.2333,3.0,0.7222,1,1.4471,6315.1882
ezshine_AwesomeSites,ezshine,AwesomeSites,JavaScript,Not Ready,0,1998,244,1998,30,5,1,100,104536,2,1503,0,1,1,0.0,0.0,0.0,0.0,31.0,5.0,1,0.02,0,0.6,0.2,0.2,0.5,1.0,0.01,0.02,0.03,0.0,0.86,1,0,0,1,2,0.3,0.0,329.3333,53.0,1,0.97,557575.96
aws_aws-toolkit-vscode,aws,aws-toolkit-vscode,TypeScript,Needs Improvements,1,1997,815,1997,30,20,20,100,173932,963,2915,0,1,1,0.5,0.2,0.0333,0.0667,171.7,20.0667,9,0.0103,4,0.2,0.65,0.5,0.0,0.75,0.07,0.37,0.03,0.15,0.2,1,1,1,0,3,0.0,0.0333,12.5,2.2667,2,1.36,28190.76
Shopify_identity_cache,Shopify,identity_cache,Ruby,Needs Improvements,1,1967,173,1967,30,20,20,100,1443,41,4884,0,1,1,0.2333,0.4333,0.0667,0.0333,241.4667,19.6,8,0.0061,136,0.4,0.7,1.65,1.0,0.25,0.44,0.04,0.01,0.36,0.0,1,0,1,1,4,0.0,0.4333,120.5,5.2,1,1.71,2801.21
JetBrains_gradle-changelog-plugin,JetBrains,gradle-changelog-plugin,Kotlin,Not Ready,0,298,44,298,30,20,20,48,1197,11,2247,41,1,1,0.0667,0.2,0.0,0.0,98.1667,9.0,2,0.0134,230,0.8,1.0,0.75,1.0,0.3,0.3333,0.1042,0.0417,0.1875,0.0208,1,0,1,0,7,0.0667,0.0,117.8125,81.1667,1,3.6875,6274.6458
bayandin_awesome-awesomeness,bayandin,awesome-awesomeness,Ruby,Not Ready,0,33542,3602,33542,30,20,20,7,381,58,4389,0,0,1,0.3333,0.4333,0.0,0.1667,82.1667,10.7333,11,0.0068,1572,0.2,0.15,1.8,1.0,0.0,0.0,0.2857,0.0,0.0,0.0,1,0,1,0,1,0.1333,0.3667,103.75,0.0,0,0.1429,4727.2857
MayDay-wpf_AIBotPublic,MayDay-wpf,AIBotPublic,C#,Not Ready,0,299,56,299,12,1,0,100,315232,0,868,5,0,1,0.0833,0.0,0.0,0.6667,20.5,2.6667,4,0.0138,10,1.0,0.0,1.0,0.0,0.0,0.91,0.0,0.02,0.0,0.02,0,0,0,0,4,0.25,0.1667,8.0,0.0,1,3.07,23465.12
sidekiq-cron_sidekiq-cron,sidekiq-cron,sidekiq-cron,Ruby,Production Ready,1,1943,302,1943,30,20,20,54,1229,0,4705,3,1,1,0.2667,0.2333,0.1,0.0667,57.7333,7.5333,14,0.0064,47,1.0,0.5,2.7,0.0,0.9,0.2222,0.0556,0.0556,0.2963,0.0556,1,1,0,1,5,0.2333,0.1,31.55,1.7222,1,2.3889,6497.5556
shyam999_Hot-Food,shyam999,Hot-Food,JavaScript,Not Ready,0,300,75,300,30,9,20,100,5029,7,2500,18,1,1,0.0667,0.5,0.0,0.0333,263.2333,19.6333,2,0.012,939,0.7778,0.5556,1.6667,1.0,0.45,0.23,0.01,0.02,0.0,0.25,0,0,0,1,6,0.0,0.8333,136.4286,163.7778,1,3.39,22429.31
SocketCluster_socketcluster-client,SocketCluster,socketcluster-client,JavaScript,Not Ready,0,300,90,300,30,20,20,15,3600,23,4676,94,1,1,0.1667,0.1,0.0,0.0,23.9667,3.7667,1,0.0064,237,0.4,0.5,2.0,1.0,0.65,0.6667,0.1333,0.1333,0.0667,0.0,0,0,0,1,1,0.2333,0.1667,83.625,12.9231,1,0.4667,14349.6667
unadlib_usm,unadlib,usm,TypeScript,Needs Improvements,1,300,26,300,30,20,20,100,3004,3,2721,113,1,1,0.1667,0.1,0.0,0.3667,31.5333,3.6,1,0.011,279,1.0,0.25,0.95,0.0,0.7,0.66,0.07,0.09,0.12,0.0,1,0,0,7,4,0.3,0.1667,133.15,19.7857,1,2.85,1520.58
